    mass_H2O	        totU	     totAcid	     totBase	          pH	        U_aq	         U_s	        U_sc	        U_ex	        Kd_s	       Kd_sc	       Kd_ex	metaschoepite	
    0.999983	  9.8918e-09	  1.0000e-09	  9.0789e-03	  1.1827e+01	  6.7435e-10	  9.2175e-09	  9.2175e-09	  2.6582e-26	  1.3669e+04	  1.3669e+04	  3.9418e-14	           0	
    0.999943	  2.6936e-06	  1.0000e-09	  1.3427e-02	  1.1997e+01	  1.0012e-06	  1.6925e-06	  1.6925e-06	  9.1479e-24	  1.6905e+03	  1.6905e+03	  9.1373e-15	           0	
     1.00004	  5.6733e-08	  2.5008e-03	  1.0000e-09	  2.7244e+00	  5.2597e-08	  4.1332e-09	  4.2517e-10	  3.7081e-09	  7.8583e+01	  8.0835e+00	  7.0499e+01	           0	
           1	  1.0630e-09	  6.5411e-03	  1.0000e-09	  2.2991e+00	  9.9237e-10	  7.0655e-11	  1.1297e-12	  6.9525e-11	  7.1198e+01	  1.1384e+00	  7.0060e+01	           0	
    0.999928	  8.6647e-09	  1.4936e-02	  1.0000e-09	  1.9397e+00	  8.1036e-09	  5.6173e-10	  1.7265e-12	  5.6000e-10	  6.9318e+01	  2.1305e-01	  6.9105e+01	           0	
    0.999935	  8.2092e-09	  1.4158e-02	  1.0000e-09	  1.9628e+00	  7.6767e-09	  5.3298e-10	  1.8234e-12	  5.3116e-10	  6.9429e+01	  2.3753e-01	  6.9191e+01	           0	
     1.00004	  1.1953e-08	  1.0000e-09	  2.5591e-03	  1.1271e+01	  5.2903e-10	  1.1424e-08	  1.1424e-08	  1.7182e-24	  2.1595e+04	  2.1595e+04	  3.2478e-12	           0	
    0.999887	  8.8222e-04	  1.0000e-09	  1.7878e-02	  1.2083e+01	  8.8032e-04	  1.9997e-06	  1.9997e-06	  3.6182e-21	  2.2716e+00	  2.2716e+00	  4.1101e-15	           0	
     1.00003	  4.3652e-04	  4.1112e-03	  1.0000e-09	  2.6091e+00	  4.0996e-04	  2.6545e-05	  1.0539e-06	  2.5491e-05	  6.4748e+01	  2.5708e+00	  6.2178e+01	           0	
    0.999926	  3.4529e-05	  1.0000e-09	  1.5283e-02	  1.2051e+01	  3.2543e-05	  1.9880e-06	  1.9880e-06	  1.8316e-22	  6.1087e+01	  6.1087e+01	  5.6281e-15	           0	
    0.999886	  4.0178e-05	  1.0000e-09	  1.9724e-02	  1.2161e+01	  3.8195e-05	  1.9878e-06	  1.9878e-06	  7.9110e-23	  5.2044e+01	  5.2044e+01	  2.0712e-15	           0	
     1.00001	  1.4755e-09	  6.0806e-03	  1.0000e-09	  2.3310e+00	  1.3771e-09	  9.8369e-11	  1.8181e-12	  9.6551e-11	  7.1433e+01	  1.3203e+00	  7.0113e+01	           0	
     1.00003	  1.3996e-08	  4.1685e-03	  1.0000e-09	  2.4972e+00	  1.3042e-08	  9.5433e-10	  3.7102e-11	  9.1722e-10	  7.3175e+01	  2.8448e+00	  7.0330e+01	           0	
     1.00001	  1.2807e-03	  1.0000e-09	  2.9187e-03	  1.1142e+01	  1.2786e-03	  2.0255e-06	  2.0255e-06	  5.6204e-18	  1.5842e+00	  1.5842e+00	  4.3957e-12	           0	
    0.999913	  1.8031e-09	  1.6688e-02	  1.0000e-09	  1.8917e+00	  1.6867e-09	  1.1653e-10	  2.8684e-13	  1.1624e-10	  6.9084e+01	  1.7006e-01	  6.8914e+01	           0	
    0.999972	  3.8145e-09	  1.0110e-02	  1.0000e-09	  2.1090e+00	  3.5647e-09	  2.4995e-10	  1.6773e-12	  2.4827e-10	  7.0118e+01	  4.7054e-01	  6.9648e+01	           0	
     0.99996	  2.0740e-09	  1.0000e-09	  1.1601e-02	  1.1933e+01	  1.5966e-10	  1.9143e-09	  1.9143e-09	  2.5346e-27	  1.1990e+04	  1.1990e+04	  1.5874e-14	           0	
     1.00001	  5.7691e-09	  5.3480e-03	  1.0000e-09	  2.3874e+00	  5.3820e-09	  3.8702e-10	  9.2231e-12	  3.7780e-10	  7.1911e+01	  1.7137e+00	  7.0197e+01	           0	
    0.999974	  8.3711e-07	  1.0000e-09	  9.9931e-03	  1.1869e+01	  9.1152e-08	  7.4597e-07	  7.4597e-07	  2.5242e-24	  8.1838e+03	  8.1838e+03	  2.7692e-14	           0	
     1.00005	  3.7717e-07	  1.0000e-09	  1.5713e-03	  1.1052e+01	  1.8380e-08	  3.5879e-07	  3.5879e-07	  3.0185e-22	  1.9520e+04	  1.9520e+04	  1.6422e-11	           0	
    0.999888	  2.0076e-07	  1.0000e-09	  1.9620e-02	  1.2160e+01	  2.2881e-08	  1.7788e-07	  1.7788e-07	  4.7792e-26	  7.7740e+03	  7.7740e+03	  2.0887e-15	           0	
     1.00001	  2.9969e-06	  5.4911e-03	  1.0000e-09	  2.3763e+00	  2.7963e-06	  2.0061e-07	  4.5421e-09	  1.9606e-07	  7.1741e+01	  1.6244e+00	  7.0116e+01	           0	
     0.99996	  1.3125e-07	  1.1462e-02	  1.0000e-09	  2.0545e+00	  1.2268e-07	  8.5699e-09	  4.4750e-11	  8.5252e-09	  6.9856e+01	  3.6477e-01	  6.9491e+01	           0	
     1.00003	  7.1515e-03	  1.8247e-02	  1.0000e-09	  2.5210e+00	  6.9769e-03	  1.7436e-04	  2.7836e-06	  1.7158e-04	  2.4991e+01	  3.9898e-01	  2.4592e+01	           0	
     1.00001	  7.4566e-08	  1.0000e-09	  5.6954e-03	  1.1624e+01	  4.2868e-09	  7.0279e-08	  7.0279e-08	  9.0095e-25	  1.6394e+04	  1.6394e+04	  2.1017e-13	           0	
     0.99994	  1.0954e-05	  1.3687e-02	  1.0000e-09	  1.9782e+00	  1.0245e-05	  7.0965e-07	  2.6116e-09	  7.0704e-07	  6.9271e+01	  2.5493e-01	  6.9016e+01	           0	
    0.999927	  2.9453e-04	  1.5669e-02	  1.0000e-09	  1.9357e+00	  2.7691e-04	  1.7637e-05	  5.6309e-08	  1.7581e-05	  6.3694e+01	  2.0335e-01	  6.3490e+01	           0	
     1.00001	  3.5313e-06	  5.7990e-03	  1.0000e-09	  2.3524e+00	  3.2955e-06	  2.3571e-07	  4.7922e-09	  2.3092e-07	  7.1524e+01	  1.4542e+00	  7.0070e+01	           0	
    0.999962	  2.3023e-04	  1.0000e-09	  1.0901e-02	  1.1892e+01	  2.2824e-04	  1.9988e-06	  1.9988e-06	  5.1424e-21	  8.7572e+00	  8.7572e+00	  2.2530e-14	           0	
    0.999959	  5.2209e-07	  1.1540e-02	  1.0000e-09	  2.0515e+00	  4.8803e-07	  3.4081e-08	  1.7558e-10	  3.3906e-08	  6.9834e+01	  3.5977e-01	  6.9474e+01	           0	
     1.00005	  4.7936e-08	  1.0000e-09	  1.5168e-03	  1.1036e+01	  1.9676e-09	  4.5969e-08	  4.5969e-08	  3.6288e-23	  2.3362e+04	  2.3362e+04	  1.8442e-11	           0	
     1.00003	  1.6624e-04	  3.6179e-03	  1.0000e-09	  2.6026e+00	  1.5529e-04	  1.0947e-05	  5.4300e-07	  1.0404e-05	  7.0493e+01	  3.4967e+00	  6.6997e+01	           0	
    0.999903	  1.2058e-08	  1.0000e-09	  1.7930e-02	  1.2121e+01	  1.2008e-09	  1.0857e-08	  1.0857e-08	  3.5798e-27	  9.0418e+03	  9.0418e+03	  2.9812e-15	           0	
    0.999962	  1.1799e-04	  1.0000e-09	  1.1133e-02	  1.1908e+01	  1.1599e-04	  1.9973e-06	  1.9973e-06	  2.2783e-21	  1.7219e+01	  1.7219e+01	  1.9641e-14	           0	
     1.00003	  1.8175e-09	  4.1201e-03	  1.0000e-09	  2.5024e+00	  1.6935e-09	  1.2404e-10	  4.9335e-12	  1.1911e-10	  7.3249e+01	  2.9133e+00	  7.0335e+01	           0	
     1.00004	  7.5511e-07	  3.0805e-03	  1.0000e-09	  2.6315e+00	  7.0195e-07	  5.3137e-08	  3.6992e-09	  4.9438e-08	  7.5699e+01	  5.2699e+00	  7.0429e+01	           0	
    0.999893	  1.9385e-07	  1.0000e-09	  1.9066e-02	  1.2148e+01	  2.1638e-08	  1.7221e-07	  1.7221e-07	  5.0633e-26	  7.9588e+03	  7.9588e+03	  2.3400e-15	           0	
     0.99989	  3.6103e-06	  1.9173e-02	  1.0000e-09	  1.8319e+00	  3.3786e-06	  2.3211e-07	  4.3336e-10	  2.3168e-07	  6.8702e+01	  1.2827e-01	  6.8573e+01	           0	
     1.00005	  3.5974e-06	  1.0000e-09	  1.0731e-03	  1.0876e+01	  1.6876e-06	  1.9097e-06	  1.9097e-06	  9.8632e-20	  1.1316e+03	  1.1316e+03	  5.8444e-11	           0	
    0.999886	  2.2979e-07	  1.0000e-09	  1.9759e-02	  1.2163e+01	  2.6635e-08	  2.0316e-07	  2.0316e-07	  5.4093e-26	  7.6276e+03	  7.6276e+03	  2.0309e-15	           0	
    0.999926	  1.4440e-07	  1.0000e-09	  1.5411e-02	  1.2056e+01	  1.3870e-08	  1.3053e-07	  1.3053e-07	  7.4609e-26	  9.4106e+03	  9.4106e+03	  5.3791e-15	           0	
    0.999944	  1.6305e-08	  1.3188e-02	  1.0000e-09	  1.9936e+00	  1.5245e-08	  1.0606e-09	  4.1828e-12	  1.0565e-09	  6.9573e+01	  2.7437e-01	  6.9299e+01	           0	
     1.00006	  1.2765e-03	  2.1800e-03	  1.0000e-09	  4.2589e+00	  1.1973e-03	  7.9161e-05	  3.5938e-05	  4.3223e-05	  6.6119e+01	  3.0017e+01	  3.6102e+01	           0	
     1.00002	  8.4749e-06	  5.1028e-03	  1.0000e-09	  2.4095e+00	  7.9061e-06	  5.6867e-07	  1.4903e-08	  5.5377e-07	  7.1928e+01	  1.8851e+00	  7.0043e+01	           0	
    0.999956	  2.0814e-07	  1.0000e-09	  1.1980e-02	  1.1947e+01	  1.7855e-08	  1.9028e-07	  1.9028e-07	  2.5120e-25	  1.0657e+04	  1.0657e+04	  1.4069e-14	           0	
     0.99994	  6.0250e-06	  1.0000e-09	  1.3778e-02	  1.2008e+01	  4.1113e-06	  1.9140e-06	  1.9140e-06	  3.4089e-23	  4.6553e+02	  4.6553e+02	  8.2916e-15	           0	
     1.00003	  1.4147e-03	  6.4859e-03	  1.0000e-09	  2.5556e+00	  1.3460e-03	  6.8660e-05	  1.6383e-06	  6.7022e-05	  5.1012e+01	  1.2172e+00	  4.9795e+01	           0	
     1.00005	  8.0294e-06	  1.5442e-03	  1.0000e-09	  2.9473e+00	  7.3580e-06	  6.7106e-07	  1.5316e-07	  5.1790e-07	  9.1201e+01	  2.0815e+01	  7.0386e+01	           0	
     1.00002	  2.4059e-09	  1.0000e-09	  5.3213e-03	  1.1594e+01	  1.3057e-10	  2.2753e-09	  2.2753e-09	  3.4822e-26	  1.7426e+04	  1.7426e+04	  2.6670e-13	           0	
    0.999986	  9.5686e-04	  1.0427e-02	  1.0000e-09	  2.1846e+00	  9.0697e-04	  4.9901e-05	  4.7412e-07	  4.9427e-05	  5.5019e+01	  5.2275e-01	  5.4496e+01	           0	
    0.999928	  1.5322e-03	  1.0000e-09	  1.2071e-02	  1.1859e+01	  1.5303e-03	  2.0010e-06	  2.0010e-06	  4.2925e-20	  1.3076e+00	  1.3076e+00	  2.8050e-14	           0	
    0.999763	  9.5519e-03	  1.0000e-09	  1.4394e-02	  1.1670e+01	  9.5522e-03	  2.0103e-06	  2.0103e-06	  5.5327e-19	  2.1046e-01	  2.1046e-01	  5.7921e-14	           0	
     1.00004	  7.5944e-08	  2.3626e-03	  1.0000e-09	  2.7500e+00	  7.0343e-08	  5.5989e-09	  6.3905e-10	  4.9599e-09	  7.9595e+01	  9.0849e+00	  7.0511e+01	           0	
    0.999903	  1.7643e-09	  1.7775e-02	  1.0000e-09	  1.8645e+00	  1.6507e-09	  1.1381e-10	  2.4688e-13	  1.1356e-10	  6.8946e+01	  1.4956e-01	  6.8796e+01	           0	
    0.999952	  4.6719e-08	  1.2336e-02	  1.0000e-09	  2.0226e+00	  4.3676e-08	  3.0446e-09	  1.3723e-11	  3.0309e-09	  6.9708e+01	  3.1420e-01	  6.9394e+01	           0	
    0.999903	  2.6463e-05	  1.7791e-02	  1.0000e-09	  1.8654e+00	  2.4771e-05	  1.6944e-06	  3.7141e-09	  1.6907e-06	  6.8404e+01	  1.4994e-01	  6.8254e+01	           0	
     1.00001	  3.3240e-04	  1.0000e-09	  5.3926e-03	  1.1562e+01	  3.3039e-04	  2.0007e-06	  2.0007e-06	  1.1122e-19	  6.0555e+00	  6.0555e+00	  3.3662e-13	           0	
     1.00005	  7.4217e-07	  1.0000e-09	  1.4044e-03	  1.1001e+01	  4.4334e-08	  6.9784e-07	  6.9784e-07	  1.0560e-21	  1.5741e+04	  1.5741e+04	  2.3818e-11	           0	
    0.999981	  1.2489e-03	  1.1620e-02	  1.0000e-09	  2.1547e+00	  1.1876e-03	  6.1315e-05	  5.2399e-07	  6.0791e-05	  5.1629e+01	  4.4121e-01	  5.1188e+01	           0	
    0.999995	  1.0492e-07	  7.5610e-03	  1.0000e-09	  2.2357e+00	  9.7982e-08	  6.9359e-09	  8.3127e-11	  6.8528e-09	  7.0788e+01	  8.4839e-01	  6.9939e+01	           0	
    0.999996	  9.1165e-06	  7.4037e-03	  1.0000e-09	  2.2459e+00	  8.5149e-06	  6.0160e-07	  7.5502e-09	  5.9405e-07	  7.0653e+01	  8.8670e-01	  6.9766e+01	           0	
    0.999898	  1.4238e-08	  1.8295e-02	  1.0000e-09	  1.8520e+00	  1.3322e-08	  9.1764e-10	  1.8789e-12	  9.1576e-10	  6.8881e+01	  1.4104e-01	  6.8740e+01	           0	
    0.999974	  7.3180e-09	  9.8941e-03	  1.0000e-09	  2.1184e+00	  6.8384e-09	  4.7981e-10	  3.3618e-12	  4.7645e-10	  7.0164e+01	  4.9161e-01	  6.9672e+01	           0	
    0.999952	  1.1094e-09	  1.0000e-09	  1.2425e-02	  1.1963e+01	  8.8626e-11	  1.0208e-09	  1.0208e-09	  1.0861e-27	  1.1518e+04	  1.1518e+04	  1.2255e-14	           0	
    0.999963	  3.6216e-05	  1.1180e-02	  1.0000e-09	  2.0681e+00	  3.3875e-05	  2.3428e-06	  1.3089e-08	  2.3297e-06	  6.9159e+01	  3.8639e-01	  6.8773e+01	           0	
    0.999944	  1.2773e-09	  1.3243e-02	  1.0000e-09	  1.9918e+00	  1.1943e-09	  8.3084e-11	  3.2494e-13	  8.2759e-11	  6.9565e+01	  2.7207e-01	  6.9293e+01	           0	
    0.999961	  1.0203e-05	  1.1294e-02	  1.0000e-09	  2.0616e+00	  9.5384e-06	  6.6459e-07	  3.5918e-09	  6.6100e-07	  6.9675e+01	  3.7656e-01	  6.9299e+01	           0	
    0.999989	  3.0651e-05	  8.2852e-03	  1.0000e-09	  2.1990e+00	  2.8648e-05	  2.0031e-06	  2.0302e-08	  1.9828e-06	  6.9922e+01	  7.0868e-01	  6.9213e+01	           0	
     0.99991	  8.2908e-04	  1.8596e-02	  1.0000e-09	  1.8859e+00	  7.8545e-04	  4.3700e-05	  1.2200e-07	  4.3578e-05	  5.5637e+01	  1.5532e-01	  5.5482e+01	           0	
    0.999982	  2.4292e-04	  9.4639e-03	  1.0000e-09	  2.1609e+00	  2.2798e-04	  1.4945e-05	  1.2841e-07	  1.4816e-05	  6.5552e+01	  5.6326e-01	  6.4989e+01	           0	
    0.999959	  1.1249e-08	  1.1577e-02	  1.0000e-09	  2.0501e+00	  1.0515e-08	  7.3437e-10	  3.7585e-12	  7.3061e-10	  6.9838e+01	  3.5743e-01	  6.9480e+01	           0	
     1.00004	  3.1695e-07	  1.0000e-09	  3.0017e-03	  1.1341e+01	  1.6889e-08	  3.0006e-07	  3.0006e-07	  3.2112e-23	  1.7767e+04	  1.7767e+04	  1.9014e-12	           0	
     1.00006	  2.3003e-06	  1.0000e-09	  7.4947e-04	  1.0710e+01	  5.4779e-07	  1.7524e-06	  1.7524e-06	  1.0507e-19	  3.1991e+03	  3.1991e+03	  1.9181e-10	           0	
    0.999931	  4.2999e-05	  1.4697e-02	  1.0000e-09	  1.9493e+00	  4.0246e-05	  2.7557e-06	  8.9293e-09	  2.7468e-06	  6.8472e+01	  2.2187e-01	  6.8250e+01	           0	
    0.999948	  3.6349e-09	  1.0000e-09	  1.2901e-02	  1.1979e+01	  2.9682e-10	  3.3381e-09	  3.3381e-09	  3.1545e-27	  1.1246e+04	  1.1246e+04	  1.0628e-14	           0	
    0.999886	  6.4332e-05	  1.9820e-02	  1.0000e-09	  1.8203e+00	  6.0276e-05	  4.0633e-06	  7.2931e-09	  4.0560e-06	  6.7411e+01	  1.2100e-01	  6.7290e+01	           0	
     1.00003	  1.0851e-04	  4.0610e-03	  1.0000e-09	  2.5330e+00	  1.0131e-04	  7.1927e-06	  2.9460e-07	  6.8981e-06	  7.0996e+01	  2.9079e+00	  6.8088e+01	           0	
    0.999938	  3.4874e-06	  1.3846e-02	  1.0000e-09	  1.9727e+00	  3.2613e-06	  2.2634e-07	  8.1102e-10	  2.2553e-07	  6.9402e+01	  2.4868e-01	  6.9153e+01	           0	
    0.999808	  7.2497e-03	  8.5494e-05	  1.0000e-09	  6.7491e+00	  2.3180e-04	  7.0180e-03	  2.9431e-05	  5.8753e-09	  3.0277e+04	  1.2697e+02	  2.5347e-02	  6.9885e-03	
     1.00001	  3.9005e-09	  1.0000e-09	  6.5793e-03	  1.1687e+01	  2.2980e-10	  3.6707e-09	  3.6707e-09	  2.8986e-26	  1.5973e+04	  1.5973e+04	  1.2614e-13	           0	
    0.999961	  1.2951e-09	  1.0000e-09	  1.1521e-02	  1.1930e+01	  9.9299e-11	  1.1958e-09	  1.1958e-09	  1.6179e-27	  1.2042e+04	  1.2042e+04	  1.6293e-14	           0	
     0.99989	  1.5174e-05	  1.9220e-02	  1.0000e-09	  1.8314e+00	  1.4203e-05	  9.7234e-07	  1.8161e-09	  9.7053e-07	  6.8460e+01	  1.2787e-01	  6.8333e+01	           0	
    0.999926	  2.6867e-04	  1.0000e-09	  1.4809e-02	  1.2026e+01	  2.6669e-04	  1.9987e-06	  1.9987e-06	  1.8634e-21	  7.4943e+00	  7.4943e+00	  6.9873e-15	           0	
    0.999968	  2.3016e-09	  1.0542e-02	  1.0000e-09	  2.0908e+00	  2.1511e-09	  1.5064e-10	  9.2974e-13	  1.4971e-10	  7.0030e+01	  4.3222e-01	  6.9598e+01	           0	
     1.00005	  2.9742e-09	  1.0000e-09	  1.9395e-03	  1.1147e+01	  1.2424e-10	  2.8500e-09	  2.8500e-09	  1.0158e-24	  2.2940e+04	  2.2940e+04	  8.1761e-12	           0	
    0.999902	  4.5434e-05	  1.0000e-09	  1.7886e-02	  1.2118e+01	  4.3448e-05	  1.9900e-06	  1.9900e-06	  1.3280e-22	  4.5801e+01	  4.5801e+01	  3.0566e-15	           0	
    0.999978	  2.5957e-04	  9.9117e-03	  1.0000e-09	  2.1412e+00	  2.4369e-04	  1.5880e-05	  1.2542e-07	  1.5754e-05	  6.5163e+01	  5.1467e-01	  6.4648e+01	           0	
    0.999944	  3.4755e-05	  1.0000e-09	  1.3289e-02	  1.1990e+01	  3.2768e-05	  1.9891e-06	  1.9891e-06	  3.1583e-22	  6.0701e+01	  6.0701e+01	  9.6382e-15	           0	
    0.999978	  3.2623e-07	  9.4139e-03	  1.0000e-09	  2.1401e+00	  3.0482e-07	  2.1418e-08	  1.6578e-10	  2.1252e-08	  7.0265e+01	  5.4386e-01	  6.9721e+01	           0	
     1.00003	  2.8881e-07	  4.0038e-03	  1.0000e-09	  2.5151e+00	  2.6905e-07	  1.9756e-08	  8.3083e-10	  1.8926e-08	  7.3430e+01	  3.0880e+00	  7.0342e+01	           0	
     1.00006	  7.6351e-08	  7.3217e-04	  1.0000e-09	  3.2934e+00	  6.4884e-08	  1.1463e-08	  6.8912e-09	  4.5723e-09	  1.7668e+02	  1.0621e+02	  7.0469e+01	           0	
    0.999918	  1.7877e-09	  1.6053e-02	  1.0000e-09	  1.9085e+00	  1.6722e-09	  1.1566e-10	  3.0767e-13	  1.1535e-10	  6.9167e+01	  1.8400e-01	  6.8983e+01	           0	
     1.00001	  5.9274e-07	  6.0205e-03	  1.0000e-09	  2.3355e+00	  5.5320e-07	  3.9529e-08	  7.4532e-10	  3.8784e-08	  7.1454e+01	  1.3473e+00	  7.0107e+01	           0	
           1	  9.6235e-05	  7.0952e-03	  1.0000e-09	  2.2756e+00	  9.0024e-05	  6.2107e-06	  8.8167e-08	  6.1225e-06	  6.8989e+01	  9.7936e-01	  6.8010e+01	           0	
    0.999963	  9.3997e-09	  1.1057e-02	  1.0000e-09	  2.0701e+00	  8.7856e-09	  6.1439e-10	  3.4475e-12	  6.1095e-10	  6.9932e+01	  3.9240e-01	  6.9539e+01	           0	
    0.999888	  4.3699e-08	  1.0000e-09	  1.9556e-02	  1.2158e+01	  4.6558e-09	  3.9044e-08	  3.9044e-08	  9.8518e-27	  8.3860e+03	  8.3860e+03	  2.1160e-15	           0	
    0.999955	  6.4684e-05	  1.2134e-02	  1.0000e-09	  2.0344e+00	  6.0545e-05	  4.1425e-06	  1.9916e-08	  4.1225e-06	  6.8420e+01	  3.2895e-01	  6.8091e+01	           0	
    0.999949	  9.5776e-08	  1.0000e-09	  1.2831e-02	  1.1977e+01	  8.1114e-09	  8.7665e-08	  8.7665e-08	  8.8031e-26	  1.0808e+04	  1.0808e+04	  1.0853e-14	           0	
    0.999976	  5.6551e-07	  9.6192e-03	  1.0000e-09	  2.1307e+00	  5.2842e-07	  3.7102e-08	  2.7509e-10	  3.6826e-08	  7.0213e+01	  5.2059e-01	  6.9692e+01	           0	
    0.999955	  2.1780e-04	  1.0000e-09	  1.1700e-02	  1.1924e+01	  2.1581e-04	  1.9986e-06	  1.9986e-06	  3.6853e-21	  9.2608e+00	  9.2608e+00	  1.7076e-14	           0	
    0.999879	  4.1360e-04	  1.0000e-09	  1.9741e-02	  1.2147e+01	  4.1165e-04	  1.9989e-06	  1.9989e-06	  9.5772e-22	  4.8560e+00	  4.8560e+00	  2.3266e-15	           0	
    0.999991	  4.6110e-09	  8.0097e-03	  1.0000e-09	  2.2105e+00	  4.3068e-09	  3.0425e-10	  3.2504e-12	  3.0100e-10	  7.0644e+01	  7.5472e-01	  6.9889e+01	           0	
     1.00001	  3.0962e-04	  6.8972e-03	  1.0000e-09	  2.3172e+00	  2.9068e-04	  1.8931e-05	  3.0910e-07	  1.8622e-05	  6.5127e+01	  1.0633e+00	  6.4064e+01	           0	
     1.00005	  1.7604e-08	  1.8654e-03	  1.0000e-09	  2.8565e+00	  1.6219e-08	  1.3841e-09	  2.3989e-10	  1.1442e-09	  8.5337e+01	  1.4790e+01	  7.0547e+01	           0	
     1.00003	  6.3804e-03	  1.6287e-02	  1.0000e-09	  2.5698e+00	  6.2140e-03	  1.6616e-04	  2.9157e-06	  1.6324e-04	  2.6739e+01	  4.6921e-01	  2.6270e+01	           0	
           1	  9.4492e-05	  1.0000e-09	  6.6732e-03	  1.1684e+01	  9.2494e-05	  1.9975e-06	  1.9975e-06	  1.1889e-20	  2.1596e+01	  2.1596e+01	  1.2854e-13	           0	
    0.999951	  4.2807e-04	  1.3258e-02	  1.0000e-09	  2.0206e+00	  4.0317e-04	  2.4921e-05	  1.1837e-07	  2.4802e-05	  6.1812e+01	  2.9360e-01	  6.1518e+01	           0	
    0.999954	  5.3905e-04	  1.3198e-02	  1.0000e-09	  2.0306e+00	  5.0850e-04	  3.0576e-05	  1.5371e-07	  3.0422e-05	  6.0129e+01	  3.0228e-01	  5.9827e+01	           0	
     1.00003	  4.7789e-03	  6.4341e-03	  1.0000e-09	  4.2608e+00	  4.6572e-03	  1.2156e-04	  3.9179e-05	  8.2383e-05	  2.6102e+01	  8.4125e+00	  1.7690e+01	           0	
    0.999892	  2.6448e-03	  1.0000e-09	  1.3863e-02	  1.1869e+01	  2.6431e-03	  2.0017e-06	  2.0017e-06	  6.3445e-20	  7.5735e-01	  7.5735e-01	  2.4004e-14	           0	
     0.99991	  2.1600e-04	  1.0000e-09	  1.6665e-02	  1.2080e+01	  2.1402e-04	  1.9981e-06	  1.9981e-06	  9.1918e-22	  9.3361e+00	  9.3361e+00	  4.2948e-15	           0	
     1.00002	  1.4873e-08	  5.2082e-03	  1.0000e-09	  2.3991e+00	  1.3874e-08	  9.9922e-10	  2.5091e-11	  9.7413e-10	  7.2021e+01	  1.8085e+00	  7.0213e+01	           0	
     1.00003	  8.0539e-05	  1.0000e-09	  3.5530e-03	  1.1403e+01	  7.8538e-05	  1.9983e-06	  1.9983e-06	  9.2726e-20	  2.5443e+01	  2.5443e+01	  1.1806e-12	           0	
     1.00004	  2.3793e-05	  2.6276e-03	  1.0000e-09	  2.7104e+00	  2.2090e-05	  1.7015e-06	  1.5567e-07	  1.5458e-06	  7.7024e+01	  7.0470e+00	  6.9977e+01	           0	
     1.00003	  3.7634e-08	  1.0000e-09	  3.3545e-03	  1.1391e+01	  1.7982e-09	  3.5836e-08	  3.5836e-08	  2.3472e-24	  1.9929e+04	  1.9929e+04	  1.3054e-12	           0	
     1.00004	  4.7846e-06	  1.0000e-09	  2.1372e-03	  1.1189e+01	  2.8448e-06	  1.9397e-06	  1.9397e-06	  1.6991e-20	  6.8182e+02	  6.8182e+02	  5.9725e-12	           0	
      0.9999	  3.5396e-09	  1.0000e-09	  1.8256e-02	  1.2129e+01	  3.5525e-10	  3.1844e-09	  3.1844e-09	  9.8662e-28	  8.9638e+03	  8.9638e+03	  2.7772e-15	           0	
     1.00001	  3.7202e-04	  1.0000e-09	  5.7363e-03	  1.1587e+01	  3.7002e-04	  2.0007e-06	  2.0007e-06	  1.0223e-19	  5.4072e+00	  5.4072e+00	  2.7629e-13	           0	
     1.00003	  1.1094e-06	  1.0000e-09	  3.7430e-03	  1.1439e+01	  1.0302e-07	  1.0064e-06	  1.0064e-06	  9.2721e-23	  9.7685e+03	  9.7685e+03	  8.9999e-13	           0	
     1.00003	  4.0696e-05	  1.0000e-09	  3.4334e-03	  1.1394e+01	  3.8700e-05	  1.9953e-06	  1.9953e-06	  4.9050e-20	  5.1559e+01	  5.1559e+01	  1.2674e-12	           0	
    0.999777	  8.4058e-03	  1.0000e-09	  1.5143e-02	  1.1723e+01	  8.4056e-03	  2.0079e-06	  2.0079e-06	  3.7361e-19	  2.3888e-01	  2.3888e-01	  4.4448e-14	           0	
    0.999887	  8.4278e-07	  1.9485e-02	  1.0000e-09	  1.8249e+00	  7.8867e-07	  5.4198e-08	  9.7850e-11	  5.4101e-08	  6.8721e+01	  1.2407e-01	  6.8597e+01	           0	
    0.999893	  5.6840e-06	  1.8876e-02	  1.0000e-09	  1.8388e+00	  5.3192e-06	  3.6540e-07	  7.0455e-10	  3.6469e-07	  6.8695e+01	  1.3245e-01	  6.8562e+01	           0	
    0.999993	  3.6603e-09	  1.0000e-09	  7.9041e-03	  1.1767e+01	  2.3329e-10	  3.4270e-09	  3.4270e-09	  1.5233e-26	  1.4690e+04	  1.4690e+04	  6.5297e-14	           0	
     1.00003	  1.0480e-09	  4.1344e-03	  1.0000e-09	  2.5008e+00	  9.7646e-10	  7.1503e-11	  2.8248e-12	  6.8678e-11	  7.3227e+01	  2.8928e+00	  7.0334e+01	           0	
    0.999987	  5.6924e-03	  2.9483e-03	  1.0000e-09	  4.9359e+00	  5.6367e-03	  5.5777e-05	  3.9878e-05	  1.5900e-05	  9.8954e+00	  7.0747e+00	  2.8207e+00	           0	
    0.999872	  1.2118e-03	  1.0000e-09	  1.8960e-02	  1.2096e+01	  1.2099e-03	  1.9999e-06	  1.9999e-06	  4.3554e-21	  1.6529e+00	  1.6529e+00	  3.5997e-15	           0	
